RefCodeWebCode;Reference_Year;Ref_Code;Source;Web_Code;Web_Year;Web_Decade;Data_Status;From_Database;LATstand;LONGstand;LATabs;LONGabs;Country;ISO3;Hemisphere;Continent;Realm_WWF;Biome_WWF;Ecoregion_WWF;Metanetwork;Plant_taxon_criterion;Plant_Taxonomic_level;Plant_taxon;Plant_trait_criterion;Animal_taxon_criterion;Animal_Taxonomic_level;Animal_taxon;Animal_taxon_2;Animal_taxon_3;Animal_taxon_4;Animal_taxon_5
schleuning_et_al_2012_X_gotlieb_et_al_2011;2012;schleuning_et_al_2012;CURRENT_BIOLOGY;gotlieb_et_al_2011;2011;2010;Reused;No;30.491;35.079;30.491;35.079;Israel;ISR;Northern;Asia;N/A;N/A;Arabian_Desert_and_East_Sahero-Arabian_xeric_shrublands;no;no;NER;Mixed;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
lance_et_al_2017_X_lance_et_al_2017;2017;lance_et_al_2017;JOURNAL_OF_ARID_ENVIRONMENTS;lance_et_al_2017;2017;2010;Original;No;31.488;-110.408;31.488;110.408;USA;USA;Northern;North America;Nearctic;Tropical_and_subtropical_coniferous_forests;Sierra_Madre_Occidental_pine-oak_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
lautenschleger_et_al_2020_X_lautenschleger_et_al_2020;2020;lautenschleger_et_al_2020;ECOLOGICAL_ENTOMOLOGY;lautenschleger_et_al_2020;2020;2020;Original;No;31.816;-52.431;31.816;52.431;Brazil;BRA;Southern;South America;Neotropic;Tropical_and_subtropical_grasslands,_savannas,_and_shrublands;Uruguayan_savanna;no;no;NER;Mixed;no;yes;family;Sphingidae;Insects;Moths_and_butterflies;Sphingidae;Inv-Lepidoptera-Sphingidaer
ballantyne_et_al_2017_X_ballantyne_et_al_2017;2017;ballantyne_et_al_2017;SCIENTIFIC_REPORTS;ballantyne_et_al_2017;2017;2010;Original;No;32.73;35.01;32.73;35.01;Israel;ISR;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Eastern_Mediterranean_conifer-sclerophyllous-broadleaf_forests;no;no;NER;Mixed;yes;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2006_X_yamazaki_&_kato_2003;2006;olesen_et_al_2006;JOURNAL_OF_THEORETICAL_BIOLOGY;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2007_b_X_yamazaki_&_kato_2003;2007;olesen_et_al_2007_b;PROCEEDINGS_OF_THE_NATIONAL_ACADEMY_OF_SCIENCES_OF_THE_UNITED_STATES_OF_AMERICA;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
santamaria_&_rodrigues-girones_2007_X_yamazaki_&_kato_2003;2007;santamaria_&_rodrigues-girones_2007;PLOS_BIOLOGY;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
trojelsgaard_&_olesen_2012_X_yamazaki_&_kato_2003;2012;trojelsgaard_&_olesen_2012;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
stouffer_et_al_2014_X_yamazaki_&_kato_2003;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;yamazaki_&_kato_2003;2003;2000;Reused;Yes;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
vamosi_et_al_2014_X_yamazaki_&_kato_2003;2014;vamosi_et_al_2014;ECOLOGY_AND_EVOLUTION;yamazaki_&_kato_2003;2003;2000;Reused;Yes;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
emer_et_al_2016_X_yamazaki_&_kato_2003;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;yamazaki_&_kato_2003;2003;2000;Reused;Yes;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
sakai_et_al_2016_X_yamazaki_&_kato_2003;2016;sakai_et_al_2016;ROYAL_SOCIETY_OPEN_SCIENCE;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
takemoto_&_kajihara_2016_X_yamazaki_&_kato_2003;2016;takemoto_&_kajihara_2016;PLOS_ONE;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
nagaishi_&_takemoto_2018_X_yamazaki_&_kato_2003;2018;nagaishi_&_takemoto_2018;ROYAL_SOCIETY_OPEN_SCIENCE;yamazaki_&_kato_2003;2003;2000;Reused;Yes;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
timoteo_et_al_2018_X_yamazaki_&_kato_2003;2018;timoteo_et_al_2018;OECOLOGIA;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
cirtwill_et_al_2020_X_yamazaki_&_kato_2003;2020;cirtwill_et_al_2020;NEW_PHYTOLOGIST;yamazaki_&_kato_2003;2003;2000;Reused;No;33.4;131.5;33.4;131.5;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
alarcon_et_al_2008_X_alarcon_et_al_2008;2008;alarcon_et_al_2008;OIKOS;alarcon_et_al_2008;2008;2000;Original;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
alarcon_2010_X_alarcon_et_al_2008;2010;alarcon_2010;OIKOS;alarcon_et_al_2008;2008;2000;Reused;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
castro-urgal_et_al_2012_X_alarcon_et_al_2008;2012;castro-urgal_et_al_2012;BASIC_AND_APPLIED_ECOLOGY;alarcon_et_al_2008;2008;2000;Reused;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
schleuning_et_al_2012_X_alarcon_et_al_2008;2012;schleuning_et_al_2012;CURRENT_BIOLOGY;alarcon_et_al_2008;2008;2000;Reused;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
gonzalez_et_al_2015_X_alarcon_et_al_2008;2015;gonzalez_et_al_2015;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;alarcon_et_al_2008;2008;2000;Reused;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
sonne_et_al_2016_X_alarcon_et_al_2008;2016;sonne_et_al_2016;PROCEEDINGS_OF_THE_ROYAL_SOCIETY_B-BIOLOGICAL_SCIENCES;alarcon_et_al_2008;2008;2000;Reused;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
johnson_et_al_2017_X_alarcon_et_al_2008;2017;johnson_et_al_2017;FUNCTIONAL_ECOLOGY;alarcon_et_al_2008;2008;2000;Reused;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
schwarz_et_al_2020_X_alarcon_et_al_2008;2020;schwarz_et_al_2020;OIKOS;alarcon_et_al_2008;2008;2000;Reused;No;34.21;-116.95;34.21;116.95;USA;USA;Northern;North America;Nearctic;Mediterranean_forests,_woodlands,_and_shrub;California_montane_chaparral_and_woodlands;no;no;NER;Mixed;no;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
olesen_et_al_2006_X_kakutani_et_al_1990;2006;olesen_et_al_2006;JOURNAL_OF_THEORETICAL_BIOLOGY;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2007_a_X_kakutani_et_al_1990;2007;olesen_et_al_2007_a;TAXON;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2007_b_X_kakutani_et_al_1990;2007;olesen_et_al_2007_b;PROCEEDINGS_OF_THE_NATIONAL_ACADEMY_OF_SCIENCES_OF_THE_UNITED_STATES_OF_AMERICA;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
santamaria_&_rodrigues-girones_2007_X_kakutani_et_al_1990;2007;santamaria_&_rodrigues-girones_2007;PLOS_BIOLOGY;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
gonzalez_et_al_2010_X_kakutani_et_al_1990;2010;gonzalez_et_al_2010;ECOLOGICAL_COMPLEXITY;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
trojelsgaard_&_olesen_2012_X_kakutani_et_al_1990;2012;trojelsgaard_&_olesen_2012;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
dalsgaard_et_al_2013_X_kakutani_et_al_1990;2013;dalsgaard_et_al_2013;ECOGRAPHY;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
stouffer_et_al_2014_X_kakutani_et_al_1990;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;kakutani_et_al_1990;1990;1990;Reused;Yes;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
vamosi_et_al_2014_X_kakutani_et_al_1990;2014;vamosi_et_al_2014;ECOLOGY_AND_EVOLUTION;kakutani_et_al_1990;1990;1990;Reused;Yes;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
emer_et_al_2016_X_kakutani_et_al_1990;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;kakutani_et_al_1990;1990;1990;Reused;Yes;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
sakai_et_al_2016_X_kakutani_et_al_1990;2016;sakai_et_al_2016;ROYAL_SOCIETY_OPEN_SCIENCE;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
takemoto_&_kajihara_2016_X_kakutani_et_al_1990;2016;takemoto_&_kajihara_2016;PLOS_ONE;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
traveset_et_al_2016_X_kakutani_et_al_1990;2016;traveset_et_al_2016;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;kakutani_et_al_1990;1990;1990;Reused;Yes;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
nagaishi_&_takemoto_2018_X_kakutani_et_al_1990;2018;nagaishi_&_takemoto_2018;ROYAL_SOCIETY_OPEN_SCIENCE;kakutani_et_al_1990;1990;1990;Reused;Yes;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
timoteo_et_al_2018_X_kakutani_et_al_1990;2018;timoteo_et_al_2018;OECOLOGIA;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
maia_et_al_2019_a_X_kakutani_et_al_1990;2019;maia_et_al_2019_a;OIKOS;kakutani_et_al_1990;1990;1990;Reused;Yes;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
cirtwill_et_al_2020_X_kakutani_et_al_1990;2020;cirtwill_et_al_2020;NEW_PHYTOLOGIST;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
kishi_&_kakutani_2020_X_kakutani_et_al_1990;2020;kishi_&_kakutani_2020;FRONTIERS_IN_ECOLOGY_AND_EVOLUTION;kakutani_et_al_1990;1990;1990;Reused;No;35.033;135.783;35.033;135.783;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2006_X_inoue_et_al_1990;2006;olesen_et_al_2006;JOURNAL_OF_THEORETICAL_BIOLOGY;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2007_a_X_inoue_et_al_1990;2007;olesen_et_al_2007_a;TAXON;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2007_b_X_inoue_et_al_1990;2007;olesen_et_al_2007_b;PROCEEDINGS_OF_THE_NATIONAL_ACADEMY_OF_SCIENCES_OF_THE_UNITED_STATES_OF_AMERICA;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
santamaria_&_rodrigues-girones_2007_X_inoue_et_al_1990;2007;santamaria_&_rodrigues-girones_2007;PLOS_BIOLOGY;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
gonzalez_et_al_2010_X_inoue_et_al_1990;2010;gonzalez_et_al_2010;ECOLOGICAL_COMPLEXITY;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
castro-urgal_et_al_2012_X_inoue_et_al_1990;2012;castro-urgal_et_al_2012;BASIC_AND_APPLIED_ECOLOGY;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
trojelsgaard_&_olesen_2012_X_inoue_et_al_1990;2012;trojelsgaard_&_olesen_2012;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
dalsgaard_et_al_2013_X_inoue_et_al_1990;2013;dalsgaard_et_al_2013;ECOGRAPHY;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
stouffer_et_al_2014_X_inoue_et_al_1990;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;inoue_et_al_1990;1990;1990;Reused;Yes;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
vamosi_et_al_2014_X_inoue_et_al_1990;2014;vamosi_et_al_2014;ECOLOGY_AND_EVOLUTION;inoue_et_al_1990;1990;1990;Reused;Yes;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
emer_et_al_2016_X_inoue_et_al_1990;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;inoue_et_al_1990;1990;1990;Reused;Yes;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
sakai_et_al_2016_X_inoue_et_al_1990;2016;sakai_et_al_2016;ROYAL_SOCIETY_OPEN_SCIENCE;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
takemoto_&_kajihara_2016_X_inoue_et_al_1990;2016;takemoto_&_kajihara_2016;PLOS_ONE;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
traveset_et_al_2016_X_inoue_et_al_1990;2016;traveset_et_al_2016;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;inoue_et_al_1990;1990;1990;Reused;Yes;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
nagaishi_&_takemoto_2018_X_inoue_et_al_1990;2018;nagaishi_&_takemoto_2018;ROYAL_SOCIETY_OPEN_SCIENCE;inoue_et_al_1990;1990;1990;Reused;Yes;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
maia_et_al_2019_a_X_inoue_et_al_1990;2019;maia_et_al_2019_a;OIKOS;inoue_et_al_1990;1990;1990;Reused;Yes;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
cirtwill_et_al_2020_X_inoue_et_al_1990;2020;cirtwill_et_al_2020;NEW_PHYTOLOGIST;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
kishi_&_kakutani_2020_X_inoue_et_al_1990;2020;kishi_&_kakutani_2020;FRONTIERS_IN_ECOLOGY_AND_EVOLUTION;inoue_et_al_1990;1990;1990;Reused;No;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
renaud_et_al_2020_X_inoue_et_al_1990;2020;renaud_et_al_2020;ECOLOGY_AND_EVOLUTION;inoue_et_al_1990;1990;1990;Reused;Yes;35.166;135.866;35.166;135.866;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
yoshikawa_&_isagi_2014_X_yoshikawa_&_isagi_2014;2014;yoshikawa_&_isagi_2014;JOURNAL_OF_ANIMAL_ECOLOGY;yoshikawa_&_isagi_2014;2014;2010;Original;No;35.216;138.15;35.216;138.15;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_montane_deciduous_forests;no;no;NER;Mixed;no;yes;class;Birds;Birds;Birds;Birds;Ver-Aves
vazquez_2005_X_kato_et_al_1990;2005;vazquez_2005;OIKOS;kato_et_al_1990;1990;1990;Reused;Yes;35.34;135.7;35.34;135.7;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;N/A;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
olesen_et_al_2006_X_kato_et_al_1990;2006;olesen_et_al_2006;JOURNAL_OF_THEORETICAL_BIOLOGY;kato_et_al_1990;1990;1990;Reused;No;35.34;135.7;35.34;135.7;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;N/A;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
bluthgen_et_al_2007_X_kato_et_al_1990;2007;bluthgen_et_al_2007;CURRENT_BIOLOGY;kato_et_al_1990;1990;1990;Reused;No;35.34;135.7;35.34;135.7;Japan;JPN;Northern;Asia;Palearctic;Temperate_broadleaf_and_mixed_forests;Taiheiyo_evergreen_forests;N/A;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
