Web_Code;Use_Frequency;Publi_Year;Publi_Decade;Alt_Orig(m);LAT;LONG;Region;Country;ISO3;Hemisphere;Locality;Continent;Realm_WWF;Biome_WWF;Ecoregion_WWF;First_Sampling_Year;Last_Sampling_Year;Seasons;Obs;Metanetwork;Plant_taxon_criterion?;Plant_Taxonomic_level;Plant_taxon;Plant_trait_criterion?;Plant_selected_trait;Animal_taxon_criterion?;Animal_Taxonomic_level;Animal_taxon;Animal_taxon_2;Animal_taxon_3;Animal_taxon_4;Animal_taxon_5;Animal_trait_criterion?;Animal_selected_trait;Interaction-based_criterion?;Interaction-criterion;Sampling_hour_1;Sampling_hour_2;Sampling_hour_3;Sampling_months_1;Sampling_months_2;Sampling_months_3;Sampling_duration_months;Sampling_duration_years;Sampling_duration_days;Sampling_duration_hours;Sampling_unit;Used_Chapter_1;Data_Availability;Interact_Data;Network_Size(N);Rich_Plants;Plan_Not_Id;Rich_Users;User_Not_Id;Plan_Not_Id (%);User_Not_Id (%);Resol_Taxon_Plant_1;Resol_Taxon_User_1;Plant_No_Taxon;Plant_ID_Family;Plant_ID_Genus;Plant_ID_Species;Resol_Taxon_Plant_2;User_No_Taxon;User_ID_Phylum;User_ID_Class;User_ID_order;User_ID_Superfamily;User_ID_family;User_ID_Tribe;User_ID_Genus;User_ID_Species;Resol_Taxon_User_2;Dados_Abund_Plant;Dados_Abund_Users
trojelsgaard_et_al_2015_teno;5;2014;2010;;28.318;-16.830;Temperate;Spain;ESP;Northern;Teno, Tenerife, Canary Islands;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Canary Islands dry woodlands and forests;2010;2010;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;01to03;;;;;;;individual plant;Yes;Yes;;108;16;;92;;0;0;100;100;;;;16;1;;;;;;;;;92;1;;
tucker_&_rehan_2016;1;2016;2010;;43.110;-70.950;Temperate;USA;USA;Northern;Strafford County, New Hampshire;NA;Nearctic;Temperate broadleaf and mixed forests;Northeastern coastal forests;2014;2014;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;97;34;;63;;0;0;100;100;;;;34;1;;;;;;;;;63;1;;
tur_et_al_2013_CN;4;2013;2010;;39.801;2.785;Temperate;Spain;ESP;Northern; Sa Coma de n’Arbona, Puig Major, Mallorca Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Northeastern Spain and Southern France Mediterranean forests;2010;2010;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;128;55;;73;;0;0;100;100;;;;55;1;;;;;;;;;73;1;;
tur_et_al_2013_PC;4;2013;2010;;39.809;2.797;Temperate;Spain;ESP;Northern;Passadís de Ses Clotades, Puig Major, Mallorca Island;EU;Palearctic;Mediterranean forests, woodlands, and shrub;Northeastern Spain and Southern France Mediterranean forests;2010;2010;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;110;49;;61;;0;0;100;100;;;;49;1;;;;;;;;;61;1;;
udy_et_al_2020;1;2020;2020;;51.541;9.915;Temperate;Germany;DEU;Northern;Gottingen;EU;Palearctic;Temperate broadleaf and mixed forests;Western European broadleaf forests;2015;2015;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;46;12;;34;;0;0;100;100;;;;12;1;;;;;;;;;34;1;;
uyttenbroeck_et_al_2017;1;2017;2010;;50.500;4.750;Temperate;Belgium;BEL;Northern;Wallonia;EU;Palearctic;Temperate broadleaf and mixed forests;Atlantic mixed forests;2014;2015;;experimental study;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;103;35;;68;;0;0;100;100;;;;35;1;;;;;;;;;68;1;;
valdovinos_et_al_2009;1;2009;2000;;-36.925;-71.338;Temperate;Chile;CHL;Southern;Subandean zone of central Chile;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;2006;2007;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;187;77;;110;;0;0;100;100;;;;77;1;;;;;;;;;110;1;;
valido_et_al_2019;1;2019;2010;;28.200;-16.633;Temperate;Spain;ESP;Northern;Teide National Park, Canary Islands;AF;Palearctic;Mediterranean forests, woodlands, and shrub;Canary Islands dry woodlands and forests;2007;2009;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;116;17;;99;;0;0;100;100;;;;17;1;;;;;;;;;99;1;;
vanbergen_et_al_2014;2;2014;2010;;57.143;-2.098;Temperate;UK;GBR;Northern;Aberdeen;EU;Palearctic;Temperate broadleaf and mixed forests;Celtic broadleaf forests;2007;2008;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
varassin_&_sazima_2000;1;2000;2000;;-19.965;-40.540;Tropical;Brazil;BRA;Southern;Estação Biológica de Santa Lúcia - ES;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Bahia coastal forests;NA;NA;;beija-flor e borboletas;;yes;family;Bromeliaceae;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;35;21;;14;;0;0;100;100;;;;21;1;;;;;;;;;14;1;;
vasconcelos_&_lombardi_1999;5;1999;1990;;-19.950;-43.900;Tropical;Brazil;BRA;Southern;Serra do Curral - MG;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Bahia interior forests;1996;1997;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;16;10;;6;;0;0;100;100;;;;10;1;;;;;;;;;6;1;;
vazquez_2002_AG;25;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;see M&M plant choose;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;25;9;0;16;9;0;56,25;100;43,75;0;0;0;9;1;0;0;0;1;0;5;0;3;7;0,42;1;1
vazquez_2002_CL;25;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;43;9;0;34;17;0;50;100;50;0;0;0;9;1;0;0;0;1;0;6;0;10;17;0,52;1;1
vazquez_2002_LL;37;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;38;9;0;29;14;0;48,28;100;51,72;0;0;0;9;1;0;0;0;0;0;10;0;4;15;0,46;1;1
vazquez_2002_MC;25;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;39;10;0;29;15;0;51,72;100;48,28;0;0;0;10;1;0;0;0;1;0;4;0;10;14;0,53;1;1
vazquez_2002_MNC;26;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;43;8;0;35;21;0;60;100;40;0;0;0;8;1;0;0;0;4;0;5;0;12;14;0,45;1;1
vazquez_2002_QC;25;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;34;8;0;26;15;0;57,69;100;42,31;0;0;0;8;1;1;0;0;4;0;8;0;2;11;0,35;1;1
vazquez_2002_QNC;24;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;33;7;0;26;13;0;50;100;50;0;0;0;7;1;0;0;0;2;0;6;0;5;13;0,46;1;1
vazquez_2002_SL;24;2002;2000;;-41.000;-71.500;Temperate;Argentina;ARG;Southern;Nahuel Huapi National Park;SA;Neotropic;Temperate broadleaf and mixed forests;Valdivian temperate forests;1999;2000;;;8;no;NER;Mixed;no;;no;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;10to12;01to02;;10;2;;45;individual plant;Yes;Yes;2;37;9;0;28;11;0;39,29;100;60,71;0;0;0;9;1;0;0;0;1;0;4;0;8;15;0,54;1;1
viana_et_al_2013;1;2013;2010;;-22.250;-47.816;Tropical;Brazil;BRA;Southern;Itirapina Ecological Station -SP;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;2008;2009;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
vilhena_et_al_2012;1;2012;2010;;-19.096;-48.351;Tropical;Brazil;BRA;Southern;Água Limpa Experimental Station - MG;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;2006;2008;;;;no;NER;Mixed;no;;yes;tribe;Centridini;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant / pollen detection;Yes;Yes;;27;7;;20;;0;0;100;100;;;;7;1;;;;;;;;;20;1;;
villa-galaviz_et_al_2020;1;2020;2020;;54.200;-2.350;Temperate;UK;GBR;Northern;Ingleborough National Nature Reserve ;EU;Palearctic;Temperate broadleaf and mixed forests;Celtic broadleaf forests;2016;2016;;experimental study;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;127;34;;93;;0;0;100;100;;;;34;1;;;;;;;;;93;1;;
villalobos_et_al_2019;1;2019;2010;;51.122;-114.400;Temperate;Canada;CAN;Northern;Glenbow Ranch Provincial Park;NA;Nearctic;Temperate grasslands, savannas, and shrublands;Canadian Aspen forests and parklands;2015;2015;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;112;42;;70;;0;0;100;100;;;;42;1;;;;;;;;;70;1;;
vitt_et_al_2020;1;2020;2020;;44.792;-87.314;Temperate;USA;USA;Northern;Sturgeon Bay Ship Canal Nature Preserve;NA;Nearctic;Temperate broadleaf and mixed forests;Upper Midwest forest-savanna transition;2016;2016;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;69;26;;43;;0;0;100;100;;;;26;1;;;;;;;;;43;1;;
vizentin-bugoni_et_al_2014;6;2014;2010;;-23.283;-45.050;Tropical;Brazil;BRA;Southern;Santa Virginia Field Station;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Serra do Mar coastal forests;2011;2012;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;No;;56;47;;9;;0;0;100;100;;;;47;1;;;;;;;;;9;1;;
vizentin-bugoni_et_al_2016;5;2016;2010;;-23.341;-45.116;Tropical;Brazil;BRA;Southern;Santa Virginia Field Station;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Serra do Mar coastal forests;2011;2013;;;;no;NER;Mixed;yes;ornithophiles;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;09to12;01to08;;24;2;;2716;individual plant;Yes;Yes;3;64;55;6;9;0;10,91;0;89,09;100;0;0;6;49;0,9;0;0;0;0;0;0;0;0;9;1;3;2
wallin_2011;2;2011;2010;;58.383;19.183;Temperate;Sweden;SWE;Northern;National Park of Gotska Sandön;EU;Palearctic;Temperate broadleaf and mixed forests;Sarmatic mixed forests;NA;NA;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;204;44;;160;;0;0;100;100;;;;44;1;;;;;;;;;160;1;;
walther_&_brieschke_2001;4;2001;2000;;-0.016;-78.766;Tropical;Ecuador;ECU;Southern;Mindo Lindo, Pichincha Province;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Northwestern Andean montane forests;1998;1998;;;;no;NER;Mixed;no;;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;90;70;;20;;0;0;100;100;;;;70;1;;;;;;;;;20;1;;
walton_et_al_2020;1;2020;2020;;52.150;1.250;Temperate;UK;GBR;Northern;Norfolk;EU;Palearctic;Temperate broadleaf and mixed forests;English Lowlands beech forests;2016;2017;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;pollen detection;Yes;Yes;;150;47;;103;;0;0;100;100;;;;47;1;;;;;;;;;103;1;;
watts_2008_1;3;2008;2000;;-13.766;-71.300;Tropical;Peru;PER;Southern;Cordillera del Vilcanota;SA;Neotropic;Montane grasslands and shrublands;Central Andean wet puna;2002;2002;;many sites without information;;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;;;;;;;;individual plant;Yes;No;;258;114;;144;;0;0;100;100;;;;114;1;;;;;;;;;144;1;;
watts_2008_2;3;2008;2000;;-13.766;-71.300;Tropical;Peru;PER;Southern;Cordillera del Vilcanota;SA;Neotropic;Montane grasslands and shrublands;Central Andean wet puna;2002;2002;;many sites without information;;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;;;;;;;;individual plant;Yes;No;;258;114;;144;;0;0;100;100;;;;114;1;;;;;;;;;144;1;;
watts_et_al_2016;1;2016;2010;;-13.766;-71.300;Tropical;Peru;PER;Southern;Cordillera del Vilcanota;SA;Neotropic;Montane grasslands and shrublands;Central Andean wet puna;2002;2002;;many sites without information;;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;;;;;;;;individual plant;Yes;No;;253;110;;143;;0;0;100;100;;;;110;1;;;;;;;;;143;1;;
weiner_et_al_2011;5;2011;2010;;48.385;9.452;Temperate;Germany;DEU;Northern;Schwäbische Alb;EU;Palearctic;Temperate broadleaf and mixed forests;Western European broadleaf forests;2007;2007;;only organisms that were identified to species ;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;2;600;82;1;518;0;1,22;0;98,78;100;0;0;1;81;0,99;0;0;0;0;0;0;0;0;518;1;1;2
weiner_et_al_2014;2;2014;2010;;51.203;10.224;Temperate;Germany;DEU;Northern;Hainich-Dün;EU;Palearctic;Temperate broadleaf and mixed forests;Western European broadleaf forests;2008;2008;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;907;166;;741;;0;0;100;100;;;;166;1;;;;;;;;;741;1;;
welti_&_joern_2018;1;2018;2010;;39.083;-96.550;Temperate;USA;USA;Northern;Konza Prairie Biological Station, Kansas;NA;Nearctic;Temperate grasslands, savannas, and shrublands;Flint Hills tall grasslands;2014;2014;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;413;44;;369;;0;0;100;100;;;;44;1;;;;;;;;;369;1;;
williams_&_dodson_1972;1;1972;1970;;7.233;-58.583;Tropical;Guyana;GUY;Northern;Dawa Field Station;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Guianan moist forests;1970;1970;;;;yes;family;Orchidaceae;no;;yes;tribe;Euglossini;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;26;9;;17;;0;0;100;100;;;;9;1;;;;;;;;;17;1;;
williams_et_al_2011_1;5;2011;2010;;40.199;-122.201;Temperate;USA;USA;Northern;Central Valley, California;NA;Nearctic;Temperate grasslands, savannas, and shrublands;California Central Valley grasslands;2002;2002;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;359;140;;219;;0;0;100;100;;;;140;1;;;;;;;;;219;1;;
williams_et_al_2011_2;5;2011;2010;;40.071;-74.864;Temperate;USA;USA;Northern;Burlington, New Jersey, United States;NA;Nearctic;Temperate broadleaf and mixed forests;Northeastern coastal forests;2003;2003;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;98;37;;61;;0;0;100;100;;;;37;1;;;;;;;;;61;1;;
witt_1998;8;1998;1990;;66.966;-50.550;Temperate;Greenland;GRL;Northern;Tundra, Greenland;NA;Nearctic;Tundra;Kalaallit Nunaat low arctic tundra;NA;NA;;PhD thesis not available;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
wolf_et_al_1976_1;2;1976;1970;;9.566;-83.683;Tropical;Costa Rica;CRI;Northern;Cerro de la Muerte;NA;Neotropic;Tropical and subtropical moist broadleaf forests;Talamancan montane forests;1965;1974;;;;no;NER;Mixed;no;;yes;class;Birds;Birds;Birds;Birds;Ver-Aves;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;26;16;;10;;0;0;100;100;;;;16;1;;;;;;;;;10;1;;
wolf_et_al_1976_2;2;1976;1970;;9.566;-83.683;Tropical;Costa Rica;CRI;Northern;Cerro de la Muerte;NA;Neotropic;Tropical and subtropical moist broadleaf forests;Talamancan montane forests;1965;1974;;;;no;NER;Mixed;no;;yes;class;Birds;Birds;Birds;Birds;Ver-Aves;no;;no;;;;;;;;;;;;individual plant;Yes;Yes;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
yamazaki_&_kato_2003;12;2003;2000;;33.4;131.5;Temperate;Japan;JPN;Northern;Monte Yufu;AS;Palearctic;Temperate broadleaf and mixed forests;Taiheiyo evergreen forests;2001;2001;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;08to17;;;04to10;;;7;;36;288;individual plant;Yes;Yes;1;393;99;0;294;150;0;51,02;100;48,98;0;0;0;99;1;75;0;0;0;0;0;0;76;143;0,33;1;1
yoshikawa_&_isagi_2014;1;2014;2010;;35.216;138.150;Temperate;Japan;JPN;Northern;Kanagawa prefecture;AS;Palearctic;Temperate broadleaf and mixed forests;Taiheiyo montane deciduous forests;1977;2006;;feeding episodes;;no;NER;Mixed;no;;yes;class;Birds;Birds;Birds;Birds;Ver-Aves;no;;no;;;;;;;;;;;;individual plant;Yes;No;;0;;;;;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;0;#DIV/0!;;;;;;;;;0;#DIV/0!;;
zhang_&_he_2017;1;2017;2010;;23.450;111.883;Tropical;China;CHN;Northern;Heishiding Nature Reserve;AS;Indomalayan;Tropical and subtropical moist broadleaf forests;Jian Nan subtropical evergreen forests;2013;2014;;;;no;NER;Mixed;no;;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed;no;;no;;;;;;;;;;;;individual plant;Yes;No;;112;28;;84;;0;0;100;100;;;;28;1;;;;;;;;;84;1;;
zhao_et_al_2016;1;2016;2010;;27.002;100.201;Temperate;China;CHN;Northern;Yulong Mountain, Himalaya-Hengduan Mountains, SW;AS;Palearctic;Temperate coniferous forests;Hengduan Mountains subalpine conifer forests;2012;2012;;;;no;NER;Mixed;no;;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects;no;;no;;;;;;;;;;;;pollen detection;Yes;No;;355;;;355;;#DIV/0!;0;#DIV/0!;100;;;;0;#DIV/0!;;;;;;;;;355;1;;
zografou_et_al_2020;1;2020;2020;;40.436;-76.575;Temperate;USA;USA;Northern;Fort Indiantown Gap National Guard Training Center;NA;Nearctic;Temperate broadleaf and mixed forests;Appalachian-Blue Ridge forests;2014;2016;;;;no;NER;Mixed;no;;yes;order;Lepidoptera;Insects;Moths and butterflies;Moths and butterflies;Inv-Lepidoptera;no;;no;;;;;;;;;;;;individual plant;Yes;No;;95;58;;37;;0;0;100;100;;;;58;1;;;;;;;;;37;1;;
zotarelli_et_al_2014_1;1;2014;2010;;-21.183;-47.800;Tropical;Brazil;BRA;Southern;Campus of the Universidade de São Paulo ;SA;Neotropic;Tropical and subtropical grasslands, savannas, and shrublands;Cerrado;NA;NA;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;97;82;;15;;0;0;100;100;;;;82;1;;;;;;;;;15;1;;
zotarelli_et_al_2014_2;1;2014;2010;;-23.316;-51.200;Tropical;Brazil;BRA;Southern;Campus of the Universidade Estadual de Londrina;SA;Neotropic;Tropical and subtropical moist broadleaf forests;Alto Paraná Atlantic forests;NA;NA;;;;no;NER;Mixed;no;;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;individual plant;Yes;No;;133;105;;28;;0;0;100;100;;;;105;1;;;;;;;;;28;1;;
arstingstall_2021_1;1;2021;2020;;45.751;-119.937;Temperate;USA;USA;Northern;Threemile Canyon Farms;NA;#N/A;Deserts and xeric shrublands;Palouse grasslands;2018;2018;;;;;;;;;yes;superfamily;Apoidea;Bees;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
arstingstall_2021_2;1;2021;2020;;45.233;-118.551;Temperate;USA;USA;Northern;Starkey Experimental Forest and Range;NA;#N/A;Deserts and xeric shrublands;Palouse grasslands;2018;2018;;;;;;;;;yes;superfamily;Apoidea;Bees;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
arstingstall_2021_3;1;2021;2020;;45.555;-116.958;Temperate;USA;USA;Northern;Zumwalt Prairie Preserve;NA;#N/A;Deserts and xeric shrublands;Palouse grasslands;2018;2018;;;;;;;;;yes;superfamily;Apoidea;Bees;Bees;Bees;Inv-Hymenoptera-Bees;no;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barker_&_arceo-gomez_2021;1;2021;2020;;36.147;-82.046;Temperate;USA;USA;Northern;Hampton Creek Cove State Natural Area;NA;Nearctic;Temperate broadleaf and mixed forests;Appalachian-Blue Ridge forests;2019;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chesshire_et_al_2021;1;2021;2020;;35.341;-111.683;Temperate;USA;USA;Northern;San Francisco Peaks;NA;Nearctic;Temperate coniferous forests;Arizona Mountains forests;2017;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cordero-schmidt_et_al_2021;1;2021;2020;;-5.831;-36.245;Tropical;Brazil;BRA;Southern;Serra do Feiticeiro, Lajes, Rio Grande do Norte;SA;Neotropic;Deserts and xeric shrublands;Caatinga;2017;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
erickson_2021;1;2021;2020;;40.704;-77.973;Temperate;USA;USA;Northern;Penn State Russell E. Larson Agricultural Research;NA;Nearctic;Temperate broadleaf and mixed forests;Appalachian-Blue Ridge forests;2018;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fantinato_et_al_2021_1;1;2021;2020;;45.265;11.698;Temperate;Italy;ITA;Northern;Euganean Hills;EU;Palearctic;Temperate broadleaf and mixed forests;Po Basin mixed forests;2016;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fantinato_et_al_2021_2;1;2021;2020;;45.265;11.698;Temperate;Italy;ITA;Northern;Euganean Hills;EU;Palearctic;Temperate broadleaf and mixed forests;Po Basin mixed forests;2016;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fantinato_et_al_2021_3;1;2021;2020;;45.265;11.698;Temperate;Italy;ITA;Northern;Euganean Hills;EU;Palearctic;Temperate broadleaf and mixed forests;Po Basin mixed forests;2016;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fantinato_et_al_2021_4;1;2021;2020;;45.265;11.698;Temperate;Italy;ITA;Northern;Euganean Hills;EU;Palearctic;Temperate broadleaf and mixed forests;Po Basin mixed forests;2016;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
